"year","last_name, first_name","pitcher_id","team_name","team_name_abbrev","pitch_hand","avg_speed","pitches_thrown","total_pitches","pitches_per_game","pitch_per","pitch_type","pitch_type_name","pitcher_break_z","league_break_z","diff_z","rise","pitcher_break_z_induced","pitcher_break_x","league_break_x","diff_x","tail","percent_rank_diff_z","percent_rank_diff_x"
"2023","Greene, Hunter","668881","Reds","CIN","R","98.3","1131","2089",12.895061728395062,0.5414073719483006,"FF","4-Seam Fastball",13.1,-12.7,-0.4,"-3",15.4,11.6,-8.3,3.3,"39",0.4053398058252427,0.8446601941747572
"2023","Williams, Trevor","592866","Nationals","WSH","R","89.7","1128","2622",16.185185185185187,0.4302059496567506,"FF","4-Seam Fastball",22.6,-19.9,-2.7,"-14",11.3,6.4,-8.5,-2.1,"-25",0.11650485436893204,0.20388349514563106
"2023","Kirby, George","669923","Mariners","SEA","R","96.1","1123","2825",17.438271604938272,0.3975221238938053,"FF","4-Seam Fastball",14.4,-13.8,-0.6,"-4",15.2,8.4,-7.7,0.7,"9",0.3737864077669903,0.5485436893203883
"2023","Singer, Brady","663903","Royals","KC","R","84","1097","2612",16.123456790123456,0.41998468606431855,"SL","Slider",37.6,-37.5,0.1,"0",0.9,3.4,5.7,-2.3,"-40",0.5234899328859061,0.24496644295302014
"2023","Oviedo, Johan","670912","Pirates","PIT","R","88.2","1094","2980",18.395061728395063,0.36711409395973155,"SL","Slider",31.7,-32.6,-0.9,"-3",3.3,5.1,3.9,1.2,"29",0.38926174496644295,0.7080536912751678
"2023","Bibee, Tanner","676440","Guardians","CLE","R","94.9","1092","2326",14.358024691358025,0.469475494411006,"FF","4-Seam Fastball",13.9,-13.8,-0.2,"-1",16.5,4.5,-6.3,-1.8,"-28",0.46359223300970875,0.23786407766990292
"2023","Flaherty, Jack","656427","Orioles","BAL","R","93.2","1087","2634",16.25925925925926,0.41268033409263477,"FF","4-Seam Fastball",17.9,-16.2,-1.7,"-11",13.5,2.2,-7.8,-5.6,"-72",0.2087378640776699,0.03398058252427184
"2023","Elder, Bryce","693821","Braves","ATL","R","89.5","1086","2849",17.58641975308642,0.3811863811863812,"SI","Sinker",25.8,-24.1,1.7,"7",8.4,13.1,-13.5,-0.3,"-2",0.7617328519855595,0.36462093862815886
"2023","Oviedo, Johan","670912","Pirates","PIT","R","95.8","1086","2980",18.395061728395063,0.3644295302013423,"FF","4-Seam Fastball",19.4,-14.3,-5.1,"-36",10.3,9.6,-7.9,1.7,"22",0.019417475728155338,0.7038834951456311
"2023","Rodriguez, Eduardo","593958","Tigers","DET","L","92.2","1074","2446",15.098765432098766,0.43908421913327883,"FF","4-Seam Fastball",17.4,-16.3,-1.2,"-7",14.7,5.8,-7,-1.2,"-17",0.2815533980582524,0.3106796116504854
"2023","Kremer, Dean","665152","Orioles","BAL","R","94.6","1071","2925",18.055555555555557,0.36615384615384616,"FF","4-Seam Fastball",13.8,-14.8,0.9,"6",16.8,9.6,-7.5,2.1,"27",0.7087378640776699,0.7597087378640777
"2023","Ober, Bailey","641927","Twins","MIN","R","91.3","1057","2327",14.364197530864198,0.45423291792006876,"FF","4-Seam Fastball",16.2,-16.2,0,"0",16.5,7.5,-6.3,1.2,"19",0.5194174757281553,0.6262135922330098
"2023","Webb, Logan","657277","Giants","SF","R","92.3","1054","3182",19.641975308641975,0.3312382149591452,"SI","Sinker",31.2,-25.3,6,"24",0.9,16,-15.2,0.7,"5",0.9819494584837545,0.5992779783393501
"2023","Strider, Spencer","675911","Braves","ATL","R","85.6","1048","3100",19.135802469135804,0.33806451612903227,"SL","Slider",35.9,-35.7,0.2,"1",1.3,5.6,4.5,1.1,"24",0.5469798657718121,0.7013422818791947
"2023","Rodriguez, Grayson","680570","Orioles","BAL","R","97.4","1043","2104",12.987654320987655,0.49572243346007605,"FF","4-Seam Fastball",13.2,-13.1,-0.1,"-1",15.9,11.4,-7.8,3.7,"48",0.4854368932038835,0.8883495145631068
"2023","López, Pablo","641154","Twins","MIN","R","94.9","1042","3024",18.666666666666668,0.3445767195767196,"FF","4-Seam Fastball",16,-14.8,-1.1,"-7",14.3,5,-7.7,-2.7,"-35",0.2936893203883495,0.15048543689320387
"2023","Senga, Kodai","673540","Mets","NYM","R","95.7","1033","2795",17.253086419753085,0.3695885509838998,"FF","4-Seam Fastball",13.4,-14.1,0.6,"5",16.6,8,-7.5,0.4,"6",0.6601941747572816,0.5048543689320388
"2023","Matz, Steven","571927","Cardinals","STL","L","94.1","1023","1866",11.518518518518519,0.5482315112540193,"SI","Sinker",19.3,-22.4,-3.1,"-14",11.5,14.6,-15.2,-0.6,"-4",0.1263537906137184,0.3249097472924188
"2023","Corbin, Patrick","571578","Nationals","WSH","L","80.5","1022","2922",18.037037037037038,0.34976043805612594,"SL","Slider",42,-42,0.1,"0",0.1,2.6,5.7,-3.1,"-54",0.5234899328859061,0.15771812080536912
"2023","Gray, Jon","592351","Rangers","TEX","R","95.7","1010","2393",14.771604938271604,0.4220643543669035,"FF","4-Seam Fastball",16.9,-14.7,-2.2,"-15",13,10,-8.3,1.6,"20",0.14320388349514562,0.6868932038834952
"2023","Detmers, Reid","672282","Angels","LAA","L","94.4","1006","2599",16.04320987654321,0.38707195075028855,"FF","4-Seam Fastball",14.8,-14.8,0,"0",16,10.6,-7.5,3.1,"41",0.5194174757281553,0.8252427184466019
"2023","Elder, Bryce","693821","Braves","ATL","R","82.7","1005","2849",17.58641975308642,0.35275535275535275,"SL","Slider",41.6,-39.7,1.9,"5",-1.7,0.1,4.9,-5,"-102",0.7483221476510067,0.02348993288590604
"2023","Clevinger, Mike","605182","White Sox","CWS","R","94.3","996","2100",12.962962962962964,0.4742857142857143,"FF","4-Seam Fastball",13.4,-14.9,1.6,"10",17.4,7.2,-7.3,-0.1,"-1",0.8640776699029126,0.44902912621359226
"2023","Cobb, Alex","502171","Giants","SF","R","94.5","988","2506",15.469135802469136,0.3942537909018356,"SI","Sinker",23.7,-22.4,1.3,"6",6.9,16.1,-15.3,0.8,"5",0.7148014440433214,0.6245487364620939
"2023","Stroman, Marcus","573186","Cubs","CHC","R","91.4","986","2203",13.598765432098766,0.4475714934180663,"SI","Sinker",29.7,-25.8,3.9,"15",2.7,10.9,-15,-4.1,"-27",0.924187725631769,0.05054151624548736
"2023","Nola, Aaron","605400","Phillies","PHI","R","79.4","977","3087",19.055555555555557,0.31648850016196955,"CU","Curveball",54.8,-52,2.7,"5",-11,12.5,10.8,1.7,"16",0.7363636363636363,0.6909090909090909
"2023","Cobb, Alex","502171","Giants","SF","R","89.5","971","2506",15.469135802469136,0.3874700718276137,"FS","Split-Finger",32.2,-31.6,0.6,"2",1.9,13.1,-12.2,0.9,"8",0.6666666666666666,0.7254901960784313
"2023","Gomber, Austin","596295","Rockies","COL","L","90.6","966","2160",13.333333333333334,0.44722222222222224,"FF","4-Seam Fastball",16,-15.9,-0.1,"-1",17.2,7.2,-5.2,2,"38",0.4854368932038835,0.7402912621359223
"2023","Allen, Logan","671106","Guardians","CLE","L","91.4","960","2134",13.17283950617284,0.4498594189315839,"FF","4-Seam Fastball",16.6,-17.7,1,"6",16.1,4.1,-8.3,-4.2,"-51",0.7402912621359223,0.06796116504854369
"2023","Bello, Brayan","678394","Red Sox","BOS","R","95","951","2618",16.160493827160494,0.3632543926661574,"SI","Sinker",27.9,-24.3,3.6,"15",2.5,18,-16,2,"13",0.9097472924187726,0.8808664259927798
"2023","Abbott, Andrew","671096","Reds","CIN","L","92.7","945","1897",11.709876543209877,0.4981549815498155,"FF","4-Seam Fastball",15.5,-15.9,0.4,"3",16.3,7.8,-6.9,0.9,"13",0.6140776699029126,0.5776699029126213
"2023","France, J.P.","641585","Astros","HOU","R","93.1","945","2202",13.592592592592593,0.42915531335149865,"FF","4-Seam Fastball",16.1,-16,-0.1,"-1",15.5,1.5,-7.8,-6.3,"-81",0.4854368932038835,0.024271844660194174
"2023","Walker, Taijuan","592836","Phillies","PHI","R","87.9","943","2837",17.512345679012345,0.33239337328163554,"FS","Split-Finger",33,-32.4,0.6,"2",2.4,11.8,-11,0.9,"8",0.6666666666666666,0.7254901960784313
"2023","Weaver, Luke","596133","Yankees","NYY","R","94","942","2258",13.938271604938272,0.4171833480956599,"FF","4-Seam Fastball",14.9,-15.3,0.4,"3",16.1,7.3,-8,-0.7,"-9",0.6140776699029126,0.3762135922330097
"2023","Pérez, Martín","527048","Rangers","TEX","L","91.6","927","2223",13.722222222222221,0.41700404858299595,"SI","Sinker",23,-24.5,-1.5,"-6",9.6,16.5,-14.9,1.5,"10",0.30685920577617326,0.7870036101083032
"2023","Berríos, José","621244","Blue Jays","TOR","R","93.8","926","2937",18.12962962962963,0.3152877085461355,"SI","Sinker",19.2,-22.3,-3.1,"-14",11.9,15.6,-15.1,0.5,"3",0.1263537906137184,0.555956678700361
"2023","Smyly, Drew","592767","Cubs","CHC","L","91.9","923","2401",14.820987654320987,0.3844231570179092,"SI","Sinker",16,-21.3,-5.3,"-25",16.4,8.2,-13.4,-5.2,"-39",0.02527075812274368,0.02527075812274368
"2023","Morton, Charlie","450203","Braves","ATL","R","94.9","920","2842",17.54320987654321,0.32371569317382126,"FF","4-Seam Fastball",19.5,-15.3,-4.2,"-27",10.9,13.4,-8.6,4.8,"55",0.038834951456310676,0.9514563106796117
"2023","Nola, Aaron","605400","Phillies","PHI","R","92.7","918","3087",19.055555555555557,0.29737609329446063,"FF","4-Seam Fastball",16.8,-16.9,0.1,"1",15.1,12.3,-8.3,4,"48",0.5533980582524272,0.9101941747572816
"2023","Dunning, Dane","641540","Rangers","TEX","R","90.9","915","2696",16.641975308641975,0.33939169139465875,"SI","Sinker",25.4,-25.2,0.2,"1",7.8,13.9,-15,-1.1,"-7",0.5848375451263538,0.24548736462093862
"2023","Hill, Rich","448179","Padres","SD","L","71.9","914","2531",15.623456790123457,0.36112208613196367,"CU","Curveball",66.4,-65.7,0.6,"1",-12.6,16.8,13.8,3,"22",0.5363636363636364,0.8
"2023","Anderson, Tyler","542881","Angels","LAA","L","90.1","910","2431",15.006172839506172,0.37433155080213903,"FF","4-Seam Fastball",15.2,-16.9,1.8,"10",18.6,4.9,-5.4,-0.5,"-9",0.8883495145631068,0.4053398058252427
"2023","Paxton, James","572020","Red Sox","BOS","L","95.3","907","1690",10.432098765432098,0.5366863905325444,"FF","4-Seam Fastball",15.3,-13.9,-1.3,"-10",14.9,11.7,-6.9,4.8,"69",0.2669902912621359,0.9514563106796117
"2023","Giolito, Lucas","608337","Guardians","CLE","R","80.9","902","3190",19.691358024691358,0.2827586206896552,"CH","Changeup",30.7,-32.7,-2.1,"-6",11,12.8,-13.3,-0.5,"-4",0.24632352941176472,0.31985294117647056
"2023","Giolito, Lucas","608337","Guardians","CLE","R","84","901","3190",19.691358024691358,0.28244514106583074,"SL","Slider",38.3,-37.8,0.5,"1",0.6,1.6,4.8,-3.1,"-66",0.5704697986577181,0.15771812080536912
"2023","Hill, Rich","448179","Padres","SD","L","88.3","887","2531",15.623456790123457,0.35045436586329515,"FF","4-Seam Fastball",17.9,-19.1,1.2,"6",17.2,6.5,-6.6,-0.1,"-2",0.7888349514563107,0.44902912621359226
"2023","Taillon, Jameson","592791","Cubs","CHC","R","93.7","885","2533",15.635802469135802,0.34938807737860245,"FF","4-Seam Fastball",14.3,-15,0.7,"5",16.9,7.7,-6.7,1,"15",0.6771844660194175,0.6019417475728155
"2023","Steele, Justin","657006","Cubs","CHC","L","83.3","884","2678",16.530864197530864,0.3300970873786408,"SL","Slider",39.9,-38.7,1.2,"3",-0.4,14,5.9,8.2,"140",0.6510067114093959,0.9765100671140939
"2023","Manaea, Sean","640455","Giants","SF","L","93.5","882","2052",12.666666666666666,0.4298245614035088,"SI","Sinker",20.8,-22.8,-2,"-9",10.5,15.6,-15.2,0.4,"3",0.23104693140794225,0.5270758122743683
"2023","Kershaw, Clayton","477132","Dodgers","LAD","L","86.5","878","2026",12.506172839506172,0.43336623889437315,"SL","Slider",29.8,-34.6,-4.8,"-14",6.7,5.4,4.3,1,"24",0.040268456375838924,0.6879194630872483
"2023","Houser, Adrian","605288","Brewers","MIL","R","92.1","873","1856",11.45679012345679,0.4703663793103448,"SI","Sinker",25.3,-23.4,1.9,"8",6.9,16.8,-15,1.8,"12",0.7833935018050542,0.851985559566787
"2023","Bickford, Phil","641360","Mets","NYM","R","93.7","872","1229",7.58641975308642,0.709519934906428,"FF","4-Seam Fastball",15.4,-16.5,1.1,"7",15.8,5.7,-8.7,-3,"-34",0.7669902912621359,0.1262135922330097
"2023","Berríos, José","621244","Blue Jays","TOR","R","82.6","869","2937",18.12962962962963,0.2958801498127341,"SV","Slurve",45.4,-44.9,0.5,"1",-5.1,15.6,14.6,1,"7",1,1
"2023","Hendricks, Kyle","543294","Cubs","CHC","R","80.7","867","2108",13.012345679012345,0.4112903225806452,"CH","Changeup",33.5,-34.4,-0.9,"-3",8.4,10.4,-12.6,-2.2,"-17",0.3786764705882353,0.13602941176470587
"2023","Ashcraft, Graham","668933","Reds","CIN","R","88.3","866","2324",14.345679012345679,0.37263339070567986,"SL","Slider",35.5,-32.9,2.5,"8",-0.4,13.2,3.9,9.3,"237",0.785234899328859,1
"2023","Junis, Jakob","596001","Giants","SF","R","84.2","864","1389",8.574074074074074,0.6220302375809935,"SL","Slider",38.3,-37.5,0.8,"2",0.3,13.1,5.7,7.4,"130",0.6174496644295302,0.9697986577181208
"2023","Gilbert, Logan","669302","Mariners","SEA","R","88.7","863","2922",18.037037037037038,0.29534565366187543,"SL","Slider",34.4,-32.6,1.8,"6",0.3,0.8,3.3,-2.4,"-75",0.7416107382550335,0.2348993288590604
"2023","Luzardo, Jesús","666200","Marlins","MIA","L","85.1","863","2988",18.444444444444443,0.28882195448460507,"SL","Slider",36.3,-36.5,-0.3,"-1",1.5,0.1,5.2,-5.3,"-103",0.47315436241610737,0.016778523489932886
"2023","Javier, Cristian","664299","Astros","HOU","R","79.5","858","2882",17.790123456790123,0.29770992366412213,"SL","Slider",41.1,-42.8,-1.7,"-4",2.4,14.1,11.2,2.9,"26",0.28859060402684567,0.8557046979865772
"2023","Lyles, Jordan","543475","Royals","KC","R","91.2","853","2817",17.38888888888889,0.3028044018459354,"FF","4-Seam Fastball",16.5,-16.5,0,"0",16.3,6.1,-6.3,-0.2,"-2",0.5194174757281553,0.4368932038834951
"2023","Seabold, Connor","657756","Rockies","COL","R","92.6","837","1562",9.641975308641975,0.5358514724711908,"FF","4-Seam Fastball",18.6,-16.2,-2.4,"-15",13.1,9.3,-7.6,1.7,"23",0.1262135922330097,0.7038834951456311
"2023","Greene, Hunter","668881","Reds","CIN","R","87.3","836","2089",12.895061728395062,0.40019147917663955,"SL","Slider",33.1,-33.9,-0.8,"-2",2.8,4.5,4.3,0.2,"5",0.3959731543624161,0.5906040268456376
"2023","Kelly, Merrill","518876","D-backs","AZ","R","92.2","834","2803",17.30246913580247,0.29753835176596505,"FF","4-Seam Fastball",17.4,-16.7,-0.7,"-4",14.7,7.4,-8.1,-0.7,"-8",0.35436893203883496,0.3762135922330097
"2023","Eflin, Zach","621107","Rays","TB","R","92.2","832","2577",15.907407407407407,0.3228560341482344,"SI","Sinker",26.3,-23.2,3.1,"13",6,16.6,-14.9,1.7,"11",0.8808664259927798,0.8339350180505415
"2023","Urías, Julio","628711","Dodgers","LAD","L","92.7","832","1849",11.41358024691358,0.44997295835586804,"FF","4-Seam Fastball",14.9,-15.6,0.7,"4",16.8,3.9,-7.3,-3.5,"-47",0.6771844660194175,0.10194174757281553
"2023","Eovaldi, Nathan","543135","Rangers","TEX","R","95.1","830","2232",13.777777777777779,0.3718637992831541,"FF","4-Seam Fastball",16.7,-15.1,-1.6,"-11",13.7,12.5,-8.2,4.3,"53",0.22330097087378642,0.9320388349514563
"2023","Mikolas, Miles","571945","Cardinals","STL","R","93.3","830","3197",19.734567901234566,0.25961839224272754,"FF","4-Seam Fastball",16.3,-14.6,-1.7,"-12",15.1,5.7,-5.9,-0.2,"-4",0.2087378640776699,0.4368932038834951
"2023","Miley, Wade","489119","Brewers","MIL","L","87.1","829","1873",11.561728395061728,0.4426054458088628,"FC","Cutter",28.1,-29.2,1.1,"4",7.9,3,3.3,-0.3,"-9",0.6993865030674846,0.4049079754601227
"2023","Bird, Jake","656234","Rockies","COL","R","94.4","827","1391",8.58641975308642,0.5945363048166786,"SI","Sinker",29.5,-25.2,4.3,"17",0.8,8.8,-15.4,-6.6,"-43",0.9422382671480144,0.007220216606498195
"2023","Bradish, Kyle","680694","Orioles","BAL","R","88.1","824","2639",16.290123456790123,0.3122394846532778,"SL","Slider",35.4,-32.9,2.5,"8",-0.1,12.5,4.1,8.5,"209",0.785234899328859,0.9865771812080537
"2023","Anderson, Tyler","542881","Angels","LAA","L","80","823","2431",15.006172839506172,0.3385438091320444,"CH","Changeup",31.3,-33.5,-2.2,"-7",11.5,13,-12.8,0.1,"1",0.23161764705882354,0.47794117647058826
"2023","Crawford, Kutter","676710","Red Sox","BOS","R","93.6","822","2099",12.95679012345679,0.3916150547879943,"FF","4-Seam Fastball",12.4,-15.2,2.7,"18",19,9.4,-7.1,2.4,"33",0.9757281553398058,0.7766990291262136
"2023","Bradley, Taj","671737","Rays","TB","R","96.1","817","1821",11.24074074074074,0.4486545853926414,"FF","4-Seam Fastball",10.9,-13.6,2.6,"20",18.9,4.9,-7.3,-2.5,"-34",0.9660194174757282,0.16990291262135923
