"year","last_name, first_name","pitcher_id","team_name","team_name_abbrev","pitch_hand","avg_speed","pitches_thrown","total_pitches","pitches_per_game","pitch_per","pitch_type","pitch_type_name","pitcher_break_z","league_break_z","diff_z","rise","pitcher_break_z_induced","pitcher_break_x","league_break_x","diff_x","tail","percent_rank_diff_z","percent_rank_diff_x"
"2024","Nelson, Ryne","669194","D-backs","AZ","R","95.2","1341","2406",14.851851851851851,0.557356608478803,"FF","4-Seam Fastball",11.9,-13.9,2,"14",18.3,5.7,-6.9,-1.2,"-17",0.9184652278177458,0.31414868105515587
"2024","Sánchez, Cristopher","650911","Phillies","PHI","L","94.5","1323","2797",17.265432098765434,0.47300679299249193,"SI","Sinker",23.2,-20.8,2.4,"12",7.5,17.8,-14.4,3.4,"24",0.8013937282229965,1
"2024","Ragans, Cole","666142","Royals","KC","L","95.4","1299","3118",19.246913580246915,0.41661321359846054,"FF","4-Seam Fastball",12.9,-13.6,0.8,"6",17.3,12.6,-7.1,5.5,"78",0.7002398081534772,0.9760191846522782
"2024","Gil, Luis","661563","Yankees","NYY","R","96.6","1298","2664",16.444444444444443,0.4872372372372372,"FF","4-Seam Fastball",12.2,-13.5,1.3,"10",17.2,5.6,-7.6,-1.9,"-26",0.8105515587529976,0.2182254196642686
"2024","Cortes, Nestor","641482","Yankees","NYY","L","92","1298","2849",17.58641975308642,0.4555984555984556,"FF","4-Seam Fastball",13.4,-15.9,2.5,"16",19,5.1,-7.4,-2.3,"-31",0.9616306954436451,0.17985611510791366
"2024","Castillo, Luis","622491","Mariners","SEA","R","95.6","1294","2859",17.64814814814815,0.45260580622595314,"FF","4-Seam Fastball",17.8,-17.3,-0.5,"-3",12.2,12.5,-11.4,1,"9",0.4244604316546763,0.6067146282973621
"2024","Wheeler, Zack","554430","Phillies","PHI","R","95.3","1293","3134",19.34567901234568,0.4125717932354818,"FF","4-Seam Fastball",15.5,-15.1,-0.4,"-3",14.6,9.5,-8.8,0.8,"9",0.43884892086330934,0.580335731414868
"2024","Crochet, Garrett","676979","White Sox","CWS","L","97.1","1269","2395",14.783950617283951,0.5298538622129436,"FF","4-Seam Fastball",13.5,-12.8,-0.7,"-6",15.6,8.1,-7.2,0.9,"13",0.38848920863309355,0.5899280575539568
"2024","Webb, Logan","657277","Giants","SF","R","92.6","1267","3201",19.75925925925926,0.3958138081849422,"SI","Sinker",30.9,-25.4,5.5,"22",1.1,15.1,-15.5,-0.3,"-2",0.9686411149825784,0.34494773519163763
"2024","Abbott, Andrew","671096","Reds","CIN","L","92.8","1249","2333",14.401234567901234,0.5353621945992285,"FF","4-Seam Fastball",15.5,-15.7,0.2,"1",16.3,8.9,-7.1,1.8,"25",0.5779376498800959,0.709832134292566
"2024","Bibee, Tanner","676440","Guardians","CLE","R","94.6","1237","2851",17.70807453416149,0.43388284812346545,"FF","4-Seam Fastball",14.7,-14.1,-0.6,"-4",15.8,4.2,-6.8,-2.6,"-38",0.407673860911271,0.1510791366906475
"2024","Singer, Brady","663903","Royals","KC","R","92.2","1235","2967",18.314814814814813,0.4162453656892484,"SI","Sinker",22.5,-25.1,-2.5,"-10",9.5,14.3,-15.3,-1.1,"-7",0.23344947735191637,0.21951219512195122
"2024","Steele, Justin","657006","Cubs","CHC","L","91.6","1220","2046",12.62962962962963,0.5962854349951124,"FF","4-Seam Fastball",19.2,-16.1,-3.2,"-20",13.2,0.3,-6.7,-6.4,"-96",0.08393285371702638,0.023980815347721823
"2024","Bassitt, Chris","605135","Blue Jays","TOR","R","92.5","1207","2959",18.265432098765434,0.4079080770530585,"SI","Sinker",23.9,-24.3,-0.3,"-1",8.1,16.5,-15.2,1.3,"8",0.5226480836236934,0.7804878048780488
"2024","Valdez, Framber","664285","Astros","HOU","L","94.1","1202","2598",16.13664596273292,0.46266358737490376,"SI","Sinker",24.8,-22.8,2,"9",6.3,16.5,-15.1,1.4,"10",0.7700348432055749,0.8013937282229965
"2024","López, Pablo","641154","Twins","MIN","R","95","1200","2986",18.432098765432098,0.40187541862022774,"FF","4-Seam Fastball",15.7,-14.6,-1.2,"-8",14.5,5.6,-7.7,-2.1,"-27",0.2805755395683453,0.20623501199040767
"2024","Harrison, Kyle","690986","Giants","SF","L","92.5","1197","2078",12.82716049382716,0.5760346487006738,"FF","4-Seam Fastball",21.3,-18.2,-3.2,"-17",10.8,14.7,-10.5,4.2,"40",0.08393285371702638,0.920863309352518
"2024","Singer, Brady","663903","Royals","KC","R","83","1196","2967",18.314814814814813,0.40310077519379844,"SL","Slider",40.5,-38.5,2,"5",-1,4.5,6.3,-1.9,"-30",0.7333333333333333,0.24761904761904763
"2024","Morton, Charlie","450203","Braves","ATL","R","81.5","1183","2791",17.228395061728396,0.42386241490505194,"CU","Curveball",50.2,-49.6,0.6,"1",-8.9,13.6,10.1,3.6,"35",0.4786729857819905,0.8341232227488151
"2024","Parker, Mitchell","680730","Nationals","WSH","L","92.5","1168","2404",14.839506172839506,0.4858569051580699,"FF","4-Seam Fastball",14.4,-15.5,1.1,"7",17.6,5.2,-6.6,-1.4,"-21",0.7577937649880095,0.2853717026378897
"2024","López, Reynaldo","625643","Braves","ATL","R","95.5","1162","2110",13.024691358024691,0.5507109004739337,"FF","4-Seam Fastball",13.6,-14.2,0.6,"4",16.4,7.4,-7.5,-0.1,"-1",0.6786570743405276,0.4556354916067146
"2024","Gallen, Zac","668678","D-backs","AZ","R","93.7","1160","2506",15.469135802469136,0.46288906624102155,"FF","4-Seam Fastball",14.3,-15.1,0.8,"5",16.9,4.7,-7.1,-2.4,"-34",0.7002398081534772,0.1630695443645084
"2024","Pivetta, Nick","601713","Red Sox","BOS","R","93.9","1158","2387",14.734567901234568,0.48512777545035607,"FF","4-Seam Fastball",11.2,-13.5,2.3,"17",19.9,4,-5.7,-1.6,"-29",0.947242206235012,0.24940047961630696
"2024","Anderson, Tyler","542881","Angels","LAA","L","89.5","1157","2914",17.987654320987655,0.3970487302676733,"FF","4-Seam Fastball",14.7,-16.8,2.1,"13",19.7,4.2,-5.4,-1.3,"-23",0.9256594724220624,0.2997601918465228
"2024","Miller, Bryce","682243","Mariners","SEA","R","95.2","1156","2749",16.969135802469136,0.420516551473263,"FF","4-Seam Fastball",11.9,-14.7,2.7,"19",18.3,6.3,-7.8,-1.5,"-19",0.9712230215827338,0.2685851318944844
"2024","Irvin, Jake","663623","Nationals","WSH","R","93.9","1147","3046",18.80246913580247,0.37655942219304006,"FF","4-Seam Fastball",16.6,-14.9,-1.7,"-11",14.3,10.1,-7.2,2.9,"40",0.2182254196642686,0.8369304556354916
"2024","Sale, Chris","519242","Braves","ATL","L","78.6","1135","2815",17.376543209876544,0.40319715808170514,"SL","Slider",49.3,-45.5,3.8,"8",-4.7,11,9.5,1.4,"15",0.9142857142857143,0.7174603174603175
"2024","Flaherty, Jack","656427","Dodgers","LAD","R","93.3","1134","2646",16.333333333333332,0.42857142857142855,"FF","4-Seam Fastball",15.9,-16,0.1,"0",15.4,4.2,-8,-3.9,"-48",0.5515587529976019,0.08872901678657075
"2024","Houck, Tanner","656557","Red Sox","BOS","R","83.2","1131","2735",16.882716049382715,0.41352833638025593,"ST","Sweeper",41.7,-38.9,2.8,"7",-2,16.7,14.1,2.6,"18",0.8345323741007195,0.8345323741007195
"2024","Suárez, Albert","544150","Orioles","BAL","R","94.8","1116","2234",13.790123456790123,0.4995523724261415,"FF","4-Seam Fastball",14.1,-13.8,-0.3,"-2",16.4,7,-6.6,0.4,"7",0.45083932853717024,0.5203836930455635
"2024","Bello, Brayan","678394","Red Sox","BOS","R","95.7","1091","2710",16.728395061728396,0.4025830258302583,"SI","Sinker",26,-23.8,2.2,"9",4,17.2,-15.9,1.4,"9",0.7839721254355401,0.8013937282229965
"2024","Pepiot, Ryan","686752","Rays","TB","R","94.9","1084","2149",13.265432098765432,0.5044206607724523,"FF","4-Seam Fastball",11.1,-14.3,3.1,"22",19.4,8.8,-7.1,1.7,"23",0.9856115107913669,0.6954436450839329
"2024","Anderson, Tyler","542881","Angels","LAA","L","78.9","1082","2914",17.987654320987655,0.3713109128345916,"CH","Changeup",31.7,-35.8,-4.1,"-12",12.4,12.5,-12.4,0.1,"1",0.09578544061302682,0.41379310344827586
"2024","Sale, Chris","519242","Braves","ATL","L","94.9","1070","2815",17.376543209876544,0.38010657193605685,"FF","4-Seam Fastball",20.5,-15.8,-4.6,"-29",10.1,14.9,-9,5.9,"66",0.03117505995203837,0.9856115107913669
"2024","Canning, Griffin","656288","Angels","LAA","R","93.4","1069","2869",17.709876543209877,0.3726036946671314,"FF","4-Seam Fastball",15.2,-15.2,0,"0",16.2,8.1,-7.5,0.6,"8",0.5275779376498801,0.539568345323741
"2024","Gomber, Austin","596295","Rockies","COL","L","90.4","1058","2622",16.185185185185187,0.40350877192982454,"FF","4-Seam Fastball",16.4,-15.9,-0.4,"-3",17,7.6,-5.5,2.1,"39",0.43884892086330934,0.7434052757793765
"2024","Blanco, Ronel","669854","Astros","HOU","R","93.4","1055","2751",17.08695652173913,0.38349691021446747,"FF","4-Seam Fastball",12.9,-14.8,1.9,"13",18.5,7.3,-6.6,0.7,"10",0.9136690647482014,0.5587529976019184
"2024","Nola, Aaron","605400","Phillies","PHI","R","79.1","1049","3189",19.685185185185187,0.32894324239573536,"CU","Curveball",53.9,-52.4,1.5,"3",-9.9,14,12.2,1.8,"15",0.5450236966824644,0.6919431279620853
"2024","Flexen, Chris","623167","White Sox","CWS","R","91.3","1039","2797",17.265432098765434,0.3714694315337862,"FF","4-Seam Fastball",14.6,-15,0.4,"3",18.2,1.6,-5.4,-3.8,"-70",0.6211031175059952,0.09832134292565947
"2024","Corbin, Patrick","571578","Nationals","WSH","L","91.5","1037","2888",17.82716049382716,0.3590720221606648,"SI","Sinker",21.8,-22.9,-1.1,"-5",11,13.9,-14.1,-0.3,"-2",0.397212543554007,0.34494773519163763
"2024","Estes, Joey","683155","Athletics","OAK","R","92.4","1035","2027",12.512345679012345,0.5106068080907745,"FF","4-Seam Fastball",15.5,-15.7,0.2,"1",16.6,9.6,-7.3,2.3,"31",0.5779376498800959,0.7745803357314148
"2024","Sears, JP","676664","Athletics","OAK","L","91.9","1032","2857",17.635802469135804,0.36121806090304515,"FF","4-Seam Fastball",17.7,-18.5,0.8,"4",14.8,11.6,-10.6,1,"9",0.7002398081534772,0.6067146282973621
"2024","Severino, Luis","622663","Mets","NYM","R","96.2","1029","2890",17.839506172839506,0.3560553633217993,"FF","4-Seam Fastball",13.9,-13.6,-0.3,"-2",15.7,6.5,-7.5,-1,"-14",0.45083932853717024,0.3405275779376499
"2024","Kirby, George","669923","Mariners","SEA","R","96","1025","2967",18.314814814814813,0.3454668014829794,"FF","4-Seam Fastball",14,-13.8,-0.2,"-2",15.8,9.4,-7.4,2,"27",0.4724220623501199,0.7290167865707434
"2024","Ober, Bailey","641927","Twins","MIN","R","91.7","1025","2696",16.641975308641975,0.3801928783382789,"FF","4-Seam Fastball",15.7,-15.7,0,"0",16.8,7.9,-6.2,1.7,"28",0.5275779376498801,0.6954436450839329
"2024","Ryan, Joe","657746","Twins","MIN","R","94","1018","2106",13,0.48338081671415006,"FF","4-Seam Fastball",17.2,-17.7,0.5,"3",13.9,11.8,-11.1,0.7,"7",0.6474820143884892,0.5587529976019184
"2024","Arrighetti, Spencer","681293","Astros","HOU","R","94.1","1017","2505",15.559006211180124,0.4059880239520958,"FF","4-Seam Fastball",15.7,-16.2,0.5,"3",15.3,11.9,-9.2,2.7,"29",0.6474820143884892,0.8177458033573142
"2024","Hicks, Jordan","663855","Giants","SF","R","94.5","1009","1958",12.08641975308642,0.5153217568947907,"SI","Sinker",25.2,-22.4,2.7,"12",5.5,15.9,-15.1,0.8,"5",0.8327526132404182,0.6306620209059234
"2024","Brown, Hunter","686613","Astros","HOU","R","96","1004","2889",17.944099378881987,0.3475250951886466,"FF","4-Seam Fastball",12.3,-13.2,0.9,"7",17.5,5.1,-6.9,-1.8,"-26",0.7170263788968825,0.22541966426858512
"2024","Falter, Bailey","663559","Pirates","PIT","L","91.9","1000","2138",13.197530864197532,0.4677268475210477,"FF","4-Seam Fastball",14.6,-16,1.3,"8",17.7,2.6,-6.6,-4,"-61",0.8105515587529976,0.08633093525179857
"2024","Sánchez, Cristopher","650911","Phillies","PHI","L","85.1","998","2797",17.265432098765434,0.3568108687879871,"CH","Changeup",37.2,-31.9,5.3,"17",0.6,17.9,-14.4,3.5,"24",0.9616858237547893,0.9693486590038314
"2024","Corbin, Patrick","571578","Nationals","WSH","L","80","992","2888",17.82716049382716,0.34349030470914127,"SL","Slider",42.5,-42.7,-0.2,"0",0.3,2.7,5.9,-3.2,"-54",0.4634920634920635,0.09841269841269841
"2024","Webb, Logan","657277","Giants","SF","R","87.4","989","3201",19.75925925925926,0.30896594814120587,"CH","Changeup",40.4,-34.9,5.6,"16",-4.8,9.8,-14,-4.1,"-30",0.9770114942528736,0.03065134099616858
"2024","Spence, Mitch","687765","Athletics","OAK","R","90.7","981","2481",15.314814814814815,0.3954050785973398,"FC","Cutter",27.4,-24.8,-2.6,"-10",5.7,3.8,2.6,1.2,"47",0.12121212121212122,0.7757575757575758
"2024","Eovaldi, Nathan","543135","Rangers","TEX","R","95.4","980","2622",16.185185185185187,0.37376048817696417,"FF","4-Seam Fastball",18.5,-15,-3.6,"-24",11.7,13.8,-8.3,5.5,"66",0.06235011990407674,0.9760191846522782
"2024","Pallante, Andre","669467","Cardinals","STL","R","94.5","977","1978",12.209876543209877,0.49393326592517695,"FF","4-Seam Fastball",21.1,-14.5,-6.6,"-46",9.4,0.1,-7.1,-7.1,"-99",0.004796163069544364,0.014388489208633094
"2024","Berríos, José","621244","Blue Jays","TOR","R","93.4","969","2914",17.987654320987655,0.3325326012354152,"SI","Sinker",20.4,-23.2,-2.8,"-12",11.1,15.8,-15,0.8,"5",0.1986062717770035,0.6306620209059234
"2024","Lynn, Lance","458681","Cardinals","STL","R","92.3","964","2039",12.58641975308642,0.4727807748896518,"FF","4-Seam Fastball",19,-16.3,-2.7,"-17",13.1,4.1,-7.5,-3.4,"-45",0.11750599520383694,0.11510791366906475
"2024","Gilbert, Logan","669302","Mariners","SEA","R","88.4","962","3042",18.77777777777778,0.3162393162393162,"SL","Slider",35.2,-32.8,2.4,"7",-0.1,1,3.1,-2.1,"-68",0.780952380952381,0.20634920634920634
"2024","Gausman, Kevin","592332","Blue Jays","TOR","R","86","959","2958",18.25925925925926,0.3242055442866802,"FS","Split-Finger",30.9,-33.6,-2.7,"-8",6.3,15.9,-10.9,5,"46",0.15384615384615385,1
"2024","Bradley, Taj","671737","Rays","TB","R","96.4","957","2294",14.160493827160494,0.41717523975588494,"FF","4-Seam Fastball",11,-13.3,2.3,"17",18.7,5.7,-7.3,-1.6,"-22",0.947242206235012,0.24940047961630696
"2024","Irvin, Jake","663623","Nationals","WSH","R","81.1","953","3046",18.80246913580247,0.3128693368351937,"CU","Curveball",44.4,-50.6,-6.2,"-12",-3,12,8.5,3.5,"42",0.061611374407582936,0.8293838862559242
"2024","Crawford, Kutter","676710","Red Sox","BOS","R","92.6","952","2823",17.425925925925927,0.33722989727240527,"FF","4-Seam Fastball",12.4,-15.5,3.1,"20",19.7,7.6,-7.1,0.5,"7",0.9856115107913669,0.5323741007194245
"2024","Quantrill, Cal","615698","Rockies","COL","R","93.9","948","2643",16.314814814814813,0.358683314415437,"FF","4-Seam Fastball",16.9,-14.5,-2.4,"-17",13.9,10.5,-6.7,3.8,"58",0.14388489208633093,0.9064748201438849
"2024","Waldron, Matt","663362","Padres","SD","R","77.6","936","2450",15.123456790123457,0.3820408163265306,"KN","Knuckleball",49.6,-49.5,0,"0",-3.4,5.6,-5.7,0.1,"-2",0,0
"2024","Stroman, Marcus","573186","Yankees","NYY","R","90","936","2667",16.462962962962962,0.35095613048368957,"SI","Sinker",30.4,-28,2.4,"9",3.2,9.9,-14.6,-4.8,"-32",0.8013937282229965,0.027874564459930314
"2024","Fedde, Erick","607200","Cardinals","STL","R","89.9","934","2891",17.84567901234568,0.32307160152196474,"FC","Cutter",26.5,-25.9,-0.6,"-2",7.1,2.8,2.7,0.1,"5",0.4,0.5575757575757576
"2024","Pfaadt, Brandon","694297","D-backs","AZ","R","93.8","933","2793",17.24074074074074,0.33404940923737914,"FF","4-Seam Fastball",16.1,-15.4,-0.7,"-4",14.8,5.6,-7.6,-2,"-26",0.38848920863309355,0.21103117505995203
"2024","Skubal, Tarik","669373","Tigers","DET","L","96.9","932","2866",17.691358024691358,0.325191905094208,"FF","4-Seam Fastball",13,-13,0,"0",16.2,6.5,-7.3,-0.9,"-12",0.5275779376498801,0.3597122302158273
"2024","Paxton, James","572020","Red Sox","BOS","L","93.2","928","1708",10.54320987654321,0.5433255269320844,"FF","4-Seam Fastball",17.6,-15.2,-2.4,"-16",13.8,10.5,-7,3.6,"51",0.14388489208633093,0.9016786570743405
"2024","Feltner, Ryan","663372","Rockies","COL","R","94.6","927","2578",15.91358024691358,0.3595810705973623,"FF","4-Seam Fastball",16.9,-15.2,-1.7,"-11",13.4,5.3,-8.1,-2.8,"-35",0.2182254196642686,0.14148681055155876
"2024","Gilbert, Logan","669302","Mariners","SEA","R","96.6","924","3042",18.77777777777778,0.3037475345167653,"FF","4-Seam Fastball",13.1,-13.5,0.3,"3",16.2,7.1,-7,0.1,"2",0.5995203836930456,0.47961630695443647
"2024","Manaea, Sean","640455","Mets","NYM","L","92.2","924","2996",18.493827160493826,0.308411214953271,"FF","4-Seam Fastball",21.5,-17.4,-4.1,"-24",10.8,13.8,-8.7,5.1,"58",0.047961630695443645,0.9568345323741008
"2024","Woods Richardson, Simeon","680573","Twins","MIN","R","93.1","924","2295",14.166666666666666,0.40261437908496733,"FF","4-Seam Fastball",14.1,-14.7,0.6,"4",17.5,5.8,-6.3,-0.4,"-7",0.6786570743405276,0.4172661870503597
"2024","Crawford, Kutter","676710","Red Sox","BOS","R","87.5","905","2823",17.425925925925927,0.3205809422600071,"FC","Cutter",26.9,-28.2,1.4,"5",8.6,5.1,3.2,1.8,"57",0.7696969696969697,0.8303030303030303
"2024","Jones, Jared","683003","Pirates","PIT","R","97.3","903","1912",11.802469135802468,0.4722803347280335,"FF","4-Seam Fastball",11.9,-13.6,1.7,"13",17.1,8.4,-8.3,0.1,"1",0.8776978417266187,0.47961630695443647
"2024","Fried, Max","608331","Braves","ATL","L","93.8","902","2762",17.049382716049383,0.3265749456915279,"FF","4-Seam Fastball",19.8,-14.9,-4.9,"-33",11,0.2,-7.1,-7.2,"-103",0.02158273381294964,0.011990407673860911
"2024","Glasnow, Tyler","607192","Dodgers","LAD","R","96.3","902","2011",12.41358024691358,0.4485330681253108,"FF","4-Seam Fastball",13.1,-13.4,0.3,"2",16.3,0.3,-6.7,-6.4,"-95",0.5995203836930456,0.023980815347721823
"2024","Assad, Javier","665871","Cubs","CHC","R","91.4","899","2538",15.666666666666666,0.3542159180457053,"SI","Sinker",21.7,-23.5,-1.9,"-8",11,13.6,-14.5,-0.9,"-6",0.2787456445993031,0.2508710801393728
"2024","Kopech, Michael","656629","Dodgers","LAD","R","98.7","896","1143",7.055555555555555,0.7839020122484689,"FF","4-Seam Fastball",10,-12.5,2.4,"20",18.2,9.7,-8.1,1.6,"19",0.9568345323741008,0.6858513189448441
"2024","Rodriguez, Grayson","680570","Orioles","BAL","R","96.1","896","1879",11.598765432098766,0.4768493879723257,"FF","4-Seam Fastball",13.9,-13.9,0,"0",15.9,12.7,-7.6,5.1,"67",0.5275779376498801,0.9568345323741008
"2024","Greene, Hunter","668881","Reds","CIN","R","86.8","886","2563",15.820987654320987,0.3456886461178307,"SL","Slider",32.3,-34.4,-2.1,"-6",3.9,6.1,4.3,1.8,"42",0.2253968253968254,0.746031746031746
"2024","Nola, Aaron","605400","Phillies","PHI","R","92.5","885","3189",19.685185185185187,0.277516462841016,"FF","4-Seam Fastball",17.4,-17.8,0.4,"2",14.6,12,-9.6,2.4,"25",0.6211031175059952,0.7913669064748201
"2024","Fedde, Erick","607200","Cardinals","STL","R","93","881","2891",17.84567901234568,0.30473884469041856,"SI","Sinker",22.3,-22.7,-0.4,"-2",9.3,9.1,-14.7,-5.6,"-38",0.5017421602787456,0.020905923344947737
"2024","Houck, Tanner","656557","Red Sox","BOS","R","93.5","879","2735",16.882716049382715,0.3213893967093236,"SI","Sinker",30.9,-23.8,7.1,"30",0.4,16,-15.4,0.6,"4",0.9930313588850174,0.554006968641115
"2024","Myers, Tobias","668964","Brewers","MIL","R","92.9","872","2152",13.283950617283951,0.4052044609665427,"FF","4-Seam Fastball",12.6,-15.6,3,"19",19.1,5,-7,-2,"-28",0.9832134292565947,0.21103117505995203
"2024","Montas, Frankie","593423","Brewers","MIL","R","95.6","868","2633",16.253086419753085,0.3296619825294341,"FF","4-Seam Fastball",14.5,-14.2,-0.3,"-2",15.3,5.1,-7.9,-2.8,"-35",0.45083932853717024,0.14148681055155876
"2024","Littell, Zack","641793","Rays","TB","R","86.6","866","2486",15.345679012345679,0.3483507642799678,"SL","Slider",29.4,-34.7,-5.3,"-15",7.1,2.5,4.3,-1.8,"-41",0.025396825396825397,0.2698412698412698
"2024","Civale, Aaron","650644","Brewers","MIL","R","88.1","866","2699",16.660493827160494,0.32085957762134126,"FC","Cutter",27.5,-26.9,-0.6,"-2",7.6,3.8,3,0.7,"25",0.4,0.6909090909090909
"2024","Herz, DJ","687792","Nationals","WSH","L","93.5","860","1586",9.790123456790123,0.5422446406052963,"FF","4-Seam Fastball",15.4,-15.3,-0.1,"-1",15.9,12.4,-7.2,5.2,"71",0.5035971223021583,0.9640287769784173
"2024","Vodnik, Victor","680767","Rockies","COL","R","98","848","1341",8.277777777777779,0.6323639075316928,"FF","4-Seam Fastball",14.3,-13.5,-0.8,"-6",14,6.5,-8.5,-2.1,"-24",0.3645083932853717,0.20623501199040767
"2024","Keller, Mitch","656605","Pirates","PIT","R","94.5","844","2851",17.598765432098766,0.2960364784286215,"FF","4-Seam Fastball",16.2,-14.9,-1.2,"-8",14.4,9.1,-7.6,1.5,"20",0.2805755395683453,0.6762589928057554
"2024","Quantrill, Cal","615698","Rockies","COL","R","86.6","843","2643",16.314814814814813,0.318955732122588,"FS","Split-Finger",31.8,-32.5,-0.7,"-2",4.6,9.3,-9.7,-0.3,"-4",0.35384615384615387,0.46153846153846156
"2024","Wacha, Michael","608379","Royals","KC","R","81.2","839","2602",16.061728395061728,0.32244427363566486,"CH","Changeup",36.2,-32.8,3.4,"10",5.4,13,-12.8,0.2,"2",0.8659003831417624,0.44061302681992337
"2024","Woo, Bryan","693433","Mariners","SEA","R","94.8","836","1716",10.592592592592593,0.48717948717948717,"FF","4-Seam Fastball",15.2,-16.3,1.1,"7",15.3,9.4,-9.5,-0.1,"-1",0.7577937649880095,0.4556354916067146
"2024","Quintana, Jose","500779","Mets","NYM","L","90.8","832","2819",17.401234567901234,0.29514012061014544,"SI","Sinker",20.6,-24.5,-3.9,"-16",12.8,13.9,-14.7,-0.8,"-6",0.09407665505226481,0.2578397212543554
"2024","Hader, Josh","623352","Astros","HOU","L","96.1","832","1166",7.24223602484472,0.7135506003430532,"SI","Sinker",10.4,-20.8,-10.4,"-50",19.5,7.1,-15,-7.8,"-52",0,0.003484320557491289
"2024","Blanco, Ronel","669854","Astros","HOU","R","86.4","830","2751",17.08695652173913,0.30170846964740095,"SL","Slider",28.8,-34.8,-5.9,"-17",7.7,2.2,4.3,-2.1,"-49",0.009523809523809525,0.20634920634920634
"2024","Berríos, José","621244","Blue Jays","TOR","R","83.2","829","2914",17.987654320987655,0.28448867536032946,"SV","Slurve",44.7,-44.8,-0.1,"0",-4.9,15.1,14,1.1,"8",0.42857142857142855,0.7142857142857143
"2024","Skenes, Paul","694973","Pirates","PIT","R","98.8","829","2125",13.117283950617283,0.3901176470588235,"FF","4-Seam Fastball",17.4,-12.8,-4.6,"-36",10.7,14.4,-8.4,6,"71",0.03117505995203837,0.9928057553956835
"2024","Rea, Colin","607067","Brewers","MIL","R","92.3","828","2650",16.358024691358025,0.31245283018867925,"SI","Sinker",23.1,-24,-0.9,"-4",9.1,13.9,-15,-1.1,"-7",0.42857142857142855,0.21951219512195122
"2024","Hendricks, Kyle","543294","Cubs","CHC","R","80.9","827","2135",13.179012345679013,0.3873536299765808,"CH","Changeup",33.4,-34.4,-1,"-3",8.2,10.6,-12.7,-2.1,"-16",0.39846743295019155,0.13793103448275862
"2024","Snell, Blake","605483","Giants","SF","L","95.9","821","1773",10.944444444444445,0.4630569655950367,"FF","4-Seam Fastball",11.1,-12.8,1.7,"13",18.7,5.8,-6.4,-0.6,"-10",0.8776978417266187,0.3908872901678657
